-1.60,0.16,1.47,210.88,-187.38,-425.61
1.98,0.72,1.61,208.69,-124.03,-365.92
1.97,1.04,1.60,205.27,-62.14,-274.79
1.97,1.07,1.54,185.43,-1.04,-177.31
-1.92,0.82,1.42,153.14,49.68,-89.72
-1.62,0.56,1.33,121.04,85.76,-26.49
-1.33,0.34,1.22,101.93,106.94,1.40
-1.18,0.25,1.14,88.93,113.59,2.20
-1.16,0.30,1.10,69.52,117.74,-8.85
-1.22,0.39,1.12,42.73,127.45,-13.18
-1.32,0.50,1.18,12.70,143.25,-3.36
-1.33,0.59,1.20,-18.74,163.46,19.29
-1.28,0.58,1.17,-50.05,178.11,52.00
-1.16,0.53,1.15,-81.55,180.97,86.00
-1.06,0.45,1.09,-109.99,177.19,113.41
-0.98,0.41,1.13,-138.55,170.54,133.92
-0.93,0.41,1.20,-167.97,167.91,148.26
-0.90,0.42,1.24,-191.11,172.37,157.48
-0.89,0.44,1.25,-208.56,187.08,163.52
-0.90,0.50,1.28,-219.98,212.41,169.44
-0.88,0.53,1.28,-226.87,246.41,178.35
-0.83,0.55,1.23,-234.50,279.12,191.84
-0.75,0.53,1.10,-243.48,308.42,203.56
-0.66,0.48,0.90,-243.54,330.76,214.12
-0.50,0.44,0.71,-236.58,338.39,218.15
-0.32,0.39,0.53,-230.60,328.68,213.02
-0.16,0.33,0.42,-230.05,301.10,200.08
-0.04,0.29,0.28,-237.07,264.96,182.50
0.07,0.33,0.18,-260.75,241.71,153.87
0.21,0.34,0.21,-260.02,196.17,114.38
-1.46,0.27,1.23,188.48,-367.02,-350.72
-1.66,0.44,1.34,128.85,-348.83,-312.63
-1.75,0.53,1.40,78.98,-301.64,-268.44
-1.81,0.52,1.43,47.61,-224.19,-219.31
-1.79,0.53,1.42,37.78,-127.75,-168.52
-1.68,0.45,1.35,32.47,-27.65,-119.63
-1.54,0.38,1.23,22.77,56.40,-76.48
-1.39,0.33,1.04,6.65,115.36,-46.27
-1.26,0.31,0.89,-13.12,141.73,-26.92
-1.15,0.29,0.75,-32.53,140.45,-16.24
-1.08,0.28,0.65,-46.45,122.75,-12.02
-1.03,0.28,0.57,-50.60,98.03,-10.13
-1.03,0.30,0.48,-44.80,74.53,-8.79
-1.01,0.31,0.45,-31.01,56.95,-7.26
-0.96,0.32,0.44,-13.73,44.01,0.55
-0.92,0.32,0.46,-1.16,30.15,9.58
-0.86,0.31,0.49,3.91,18.62,16.05
-0.80,0.29,0.53,7.20,10.93,22.28
-0.75,0.26,0.56,10.38,5.37,25.45
-0.69,0.23,0.60,11.35,-0.37,24.29
-0.65,0.23,0.63,9.83,-4.88,20.45
-0.64,0.22,0.65,6.90,-7.75,13.55
-0.63,0.24,0.66,3.36,-7.63,5.74
-0.63,0.26,0.68,0.18,-4.21,-0.98
-0.64,0.27,0.70,-2.26,-2.20,-4.03
-0.63,0.29,0.71,-5.25,2.62,-5.31
-0.61,0.30,0.72,-8.79,6.04,-5.07
-0.58,0.29,0.73,-13.61,6.29,-3.91
-0.55,0.28,0.73,-21.30,6.10,-5.25
-0.52,0.27,0.73,-30.27,2.75,-9.70
1.21,0.05,1.59,-81.48,-129.89,-144.66
1.16,0.05,1.58,-105.66,-90.88,-229.19
1.01,0.05,1.46,-129.40,-44.19,-305.06
0.81,0.14,1.30,-147.28,1.71,-367.50
0.58,0.18,1.14,-146.86,42.66,-411.69
0.34,0.26,1.01,-134.28,71.66,-440.38
0.11,0.30,0.94,-119.63,102.36,-453.93
0.12,0.37,0.81,-111.39,132.88,-455.64
-0.05,0.41,0.82,-83.74,133.37,-466.51
-0.18,0.45,0.85,-52.19,127.20,-463.15
-0.31,0.38,0.74,-48.28,137.76,-473.10
-0.32,0.48,0.82,-82.58,153.75,-414.81
-0.35,0.54,0.80,-88.87,151.19,-353.34
-0.37,0.64,0.79,-83.93,132.27,-337.47
-0.47,0.68,0.79,-74.10,102.97,-352.73
-0.48,0.61,0.79,-64.27,86.25,-379.83
-0.49,0.57,0.80,-67.20,71.60,-398.88
-0.58,0.56,0.78,-72.45,59.88,-403.76
-0.70,0.58,0.76,-72.51,59.63,-394.67
-0.78,0.59,0.74,-64.82,67.57,-373.55
-0.84,0.57,0.70,-54.57,73.24,-339.92
-0.88,0.59,0.66,-46.21,77.52,-298.23
-0.95,0.64,0.64,-38.33,78.49,-255.93
-0.94,0.66,0.60,-30.09,76.42,-226.02
-0.91,0.68,0.59,-17.15,69.95,-201.24
-0.85,0.70,0.59,0.24,56.95,-174.69
-0.79,0.67,0.67,16.36,49.26,-141.54
-0.69,0.60,0.82,24.96,45.05,-110.29
-0.52,0.52,0.98,20.45,49.20,-93.08
-0.40,0.41,1.06,2.44,48.22,-96.01
-1.28,0.73,1.36,-40.22,-46.27,-61.71
-1.47,1.02,1.75,-54.99,-9.52,-0.73
-1.64,1.24,1.99,-74.89,69.64,90.09
