-0.49,1.55,-1.63,-216.99,367.44,-317.70
-0.90,-1.98,-1.87,-204.29,170.96,-265.88
-1.01,-1.98,-1.87,-214.42,-27.53,-171.76
-1.09,-1.98,-1.87,-206.00,-166.39,-93.57
-1.00,-1.98,-1.70,-153.81,-160.71,-39.12
-0.76,-1.98,-1.50,-70.93,-70.13,-15.02
-0.50,-1.98,-1.38,4.82,6.04,7.02
-0.30,-1.98,-1.20,47.98,26.80,27.95
-0.14,1.97,-0.97,60.73,16.17,49.13
0.01,1.59,-0.73,61.10,2.01,59.57
0.13,1.12,-0.48,60.06,0.55,57.68
0.20,1.12,-0.30,57.99,5.13,52.31
0.29,0.94,-0.22,61.22,14.77,36.50
0.32,0.89,-0.16,54.81,25.76,24.78
0.32,0.83,-0.15,50.36,23.44,12.09
0.28,0.77,-0.17,46.45,12.88,-0.37
0.21,0.76,-0.15,47.24,1.53,-13.92
0.15,0.73,-0.12,50.60,-5.01,-24.48
0.09,0.70,-0.07,52.98,-6.29,-32.23
0.03,0.67,-0.03,54.63,-6.78,-37.42
-0.05,0.68,-0.00,55.36,-3.17,-41.32
-0.13,0.71,0.01,52.67,4.70,-43.21
-0.19,0.74,-0.00,45.11,13.61,-40.28
-0.21,0.77,-0.03,32.47,17.33,-33.39
-0.22,0.77,-0.06,15.20,13.73,-25.88
-0.22,0.79,-0.11,-2.50,4.27,-18.92
-0.23,0.80,-0.17,-18.49,-4.09,-12.45
-0.19,0.78,-0.22,-32.78,-9.46,-7.26
-0.19,0.87,-0.28,-41.14,-14.53,-2.26
-0.19,0.86,-0.32,-44.74,-23.80,-3.11
-0.20,0.87,-0.34,-40.53,-32.59,-5.25
-0.19,0.90,-0.33,-33.69,-35.77,-7.39
-0.16,0.93,-0.29,-24.96,-34.18,-9.46
-0.15,0.94,-0.26,-16.91,-25.70,-12.21
-0.15,0.98,-0.24,-9.77,-10.44,-15.38
-0.17,1.00,-0.23,-6.47,4.64,-16.30
-0.17,1.01,-0.23,-5.68,14.95,-14.10
-0.16,1.03,-0.24,-5.80,18.80,-10.93
-0.16,1.05,-0.26,-5.92,20.26,-8.79
-0.15,1.07,-0.27,-5.37,19.96,-6.84
-0.13,1.07,-0.27,-5.92,13.86,-4.76
-0.11,1.09,-0.29,-7.26,2.99,-3.11
-0.10,1.10,-0.30,-7.63,-4.82,-0.92
-0.12,1.10,-0.30,-7.26,-8.48,-0.67
-0.13,1.09,-0.30,-6.59,-8.00,-2.32
-0.16,1.09,-0.31,-6.04,-6.10,-3.30
-0.18,1.09,-0.32,-4.82,-3.42,-3.23
-0.19,1.10,-0.32,-1.53,-1.65,-2.20
-0.19,1.11,-0.31,3.85,1.40,-0.85
-0.20,1.10,-0.30,8.48,7.32,1.40
-0.19,1.09,-0.30,10.86,11.66,5.07
-0.18,1.06,-0.29,11.60,10.32,9.52
-0.16,1.03,-0.28,11.41,7.87,13.18
-0.14,1.00,-0.28,10.80,6.47,14.65
-0.12,0.96,-0.27,10.50,5.31,13.73
-0.11,0.94,-0.27,9.34,5.37,11.96
-0.10,0.94,-0.27,6.78,6.84,9.46
-0.10,0.93,-0.28,4.76,6.04,7.45
-0.09,0.93,-0.27,3.17,4.03,6.41
-0.09,1.00,-0.28,4.03,4.52,7.45
-0.10,0.95,-0.26,0.85,2.87,6.35
-0.09,0.94,-0.28,3.54,-2.38,6.04
-0.08,0.94,-0.27,5.31,-0.98,6.10
-0.07,0.92,-0.26,7.51,2.08,4.52
-0.09,0.91,-0.26,8.73,6.78,2.32
-0.10,0.91,-0.27,9.34,10.44,-0.67
-0.12,0.93,-0.27,8.85,10.99,-3.72
-0.12,0.96,-0.26,7.57,9.09,-5.43
-0.13,0.98,-0.24,5.80,8.42,-5.92
-0.14,0.99,-0.23,3.48,7.57,-5.80
-0.99,1.89,-0.95,-250.68,13.12,-199.96
-1.46,-1.98,-1.10,-234.87,-28.87,-159.55
-1.56,-1.98,-1.17,-188.30,-29.11,-120.67
-1.45,-1.98,-1.21,-124.88,13.12,-55.06
-1.24,-1.98,-1.23,-62.56,46.39,-10.44
-0.92,-1.98,-1.14,-17.58,61.46,16.17
-0.63,-1.98,-0.94,-0.98,47.43,36.32
-0.39,-1.98,-0.75,-4.15,20.69,55.73
-0.16,1.86,-0.60,-10.32,5.31,69.58
0.01,1.59,-0.49,-5.13,1.40,74.83
0.13,1.36,-0.39,9.52,6.65,71.35
0.19,1.17,-0.32,23.80,16.91,63.72
0.23,1.03,-0.27,30.58,22.77,55.60
0.24,0.91,-0.23,31.80,21.49,47.55
0.24,0.83,-0.22,32.41,19.71,40.04
0.23,0.79,-0.20,37.17,18.25,30.76
0.21,0.76,-0.17,44.62,16.05,18.31
0.16,0.73,-0.15,51.03,17.52,5.31
0.09,0.72,-0.11,52.31,16.72,-5.31
0.01,0.71,-0.10,46.33,10.86,-13.25
-0.06,0.70,-0.09,34.85,2.50,-16.42
-0.10,0.69,-0.10,21.06,-9.09,-15.99
-0.13,0.69,-0.12,7.75,-18.92,-15.26
-0.14,0.69,-0.13,-2.50,-24.48,-15.44
-0.13,0.71,-0.14,-8.73,-26.31,-16.05
-0.12,0.74,-0.16,-12.33,-26.06,-16.91
-0.12,0.76,-0.17,-14.28,-23.56,-18.98
-0.13,0.79,-0.18,-15.87,-19.90,-22.10
-0.15,0.84,-0.19,-17.46,-16.60,-24.17
-0.17,0.89,-0.18,-18.13,-14.47,-24.96
-0.17,0.93,-0.17,-18.68,-11.90,-23.87
-0.17,0.97,-0.16,-19.17,-10.13,-20.08
-0.16,1.00,-0.15,-19.59,-6.84,-15.02
-0.14,1.02,-0.16,-20.02,-1.89,-10.74
-0.13,1.04,-0.19,-20.33,3.36,-8.12
-0.13,1.06,-0.22,-21.12,5.31,-7.02
-0.12,1.07,-0.25,-22.58,3.36,-6.65
-0.13,1.08,-0.28,-24.23,-0.37,-6.29
-0.13,1.09,-0.29,-25.33,-6.04,-5.68
-0.14,1.10,-0.31,-24.29,-9.89,-4.94
-0.14,1.11,-0.31,-21.49,-10.13,-3.48
-0.13,1.10,-0.30,-17.82,-11.47,-1.22
-0.12,1.10,-0.30,-12.27,-12.09,0.67
-0.11,1.09,-0.28,-5.98,-9.09,0.79
-0.11,1.08,-0.26,0.31,-3.11,-1.46
-0.12,1.07,-0.25,5.98,4.64,-4.21
-0.13,1.06,-0.25,8.73,8.73,-4.58
-0.13,1.05,-0.25,11.11,8.61,-3.11
-0.13,1.03,-0.25,12.94,8.61,-1.65
-0.12,1.01,-0.25,13.37,8.36,-0.92
-0.11,0.99,-0.25,11.11,4.88,-1.04
-0.10,0.99,-0.25,7.45,0.37,-0.79
-0.09,0.99,-0.24,3.17,-3.05,-0.31
-0.09,0.98,-0.23,0.06,-5.92,0.00
-0.08,0.98,-0.24,-0.92,-5.86,-0.43
-0.09,0.97,-0.24,-0.24,-3.36,-1.40
-0.09,0.95,-0.24,1.28,-0.92,-2.50
-0.11,0.94,-0.24,1.71,1.22,-3.60
-0.13,0.94,-0.26,1.34,1.95,-4.58
-0.14,0.95,-0.27,1.59,0.85,-4.94
-0.15,0.97,-0.27,2.99,-2.20,-4.58
-0.14,0.99,-0.26,5.13,-4.09,-3.85
-0.14,1.00,-0.24,7.26,-3.78,-2.87
-0.15,1.01,-0.24,9.52,-3.85,-2.44
-0.14,1.00,-0.23,11.35,-3.17,-1.59
-0.14,0.99,-0.22,12.88,-0.85,-0.73
-0.13,0.98,-0.21,14.40,1.65,0.06
-0.12,0.96,-0.20,14.95,4.27,0.24
-0.12,0.94,-0.21,12.94,6.29,-0.31
-0.11,0.93,-0.21,7.75,5.62,-0.92
-1.24,1.49,-1.43,-159.25,67.38,-401.32
-1.93,-1.98,-1.53,-103.70,29.54,-338.57
1.96,-1.98,-1.21,-64.70,-57.44,-258.00
1.96,-1.98,-0.83,-47.91,-89.48,-147.16
1.96,-1.98,-0.55,-26.61,-49.93,-57.07
-1.61,-1.98,-0.52,-4.03,-2.26,12.51
-1.18,-1.98,-0.48,3.17,24.35,58.17
-0.83,-1.98,-0.39,-2.32,20.63,88.81
-0.54,-1.98,-0.27,-16.36,-4.94,113.65
-0.32,1.75,-0.18,-27.77,-24.84,130.92
-0.14,1.48,-0.16,-30.03,-22.16,138.98
0.03,1.23,-0.17,-25.94,-8.85,137.21
